repo_name,ai_tool,commit_count,stars,language,url
aymericzip/intlayer,copilot,1,589,TypeScript,https://github.com/aymericzip/intlayer
azerty9971/xtend_tuya,gemini,1,289,Python,https://github.com/azerty9971/xtend_tuya
Azgaar/Fantasy-Map-Generator,copilot,1,5422,JavaScript,https://github.com/Azgaar/Fantasy-Map-Generator
AztecProtocol/aztec-packages,copilot,7,428,C++,https://github.com/AztecProtocol/aztec-packages
AztecProtocol/barretenberg,copilot,2,194,C++,https://github.com/AztecProtocol/barretenberg
aztfmod/terraform-provider-azurecaf,copilot,71,183,Go,https://github.com/aztfmod/terraform-provider-azurecaf
azu/monorepo-utils,devin,1,180,TypeScript,https://github.com/azu/monorepo-utils
azukiazusa1/sapper-blog-app,claude,8,167,TypeScript,https://github.com/azukiazusa1/sapper-blog-app
Azure-Samples/AI-Gateway,copilot,1,862,Jupyter Notebook,https://github.com/Azure-Samples/AI-Gateway
Azure-Samples/aisearch-openai-rag-audio,copilot,12,546,Python,https://github.com/Azure-Samples/aisearch-openai-rag-audio
Azure-Samples/azure-ai-travel-agents,copilot,43,412,TypeScript,https://github.com/Azure-Samples/azure-ai-travel-agents
Azure-Samples/azure-search-openai-demo,copilot,47,7565,Python,https://github.com/Azure-Samples/azure-search-openai-demo
Azure-Samples/azureai-samples,copilot,1,528,Jupyter Notebook,https://github.com/Azure-Samples/azureai-samples
Azure-Samples/dream-team,copilot,3,230,TypeScript,https://github.com/Azure-Samples/dream-team
Azure-Samples/fastapi-on-azure-functions,copilot,2,116,Bicep,https://github.com/Azure-Samples/fastapi-on-azure-functions
Azure-Samples/modern-data-warehouse-dataops,copilot,12,697,Shell,https://github.com/Azure-Samples/modern-data-warehouse-dataops
Azure-Samples/openai-chat-app-quickstart,copilot,48,242,Bicep,https://github.com/Azure-Samples/openai-chat-app-quickstart
Azure-Samples/openai-chat-vision-quickstart,copilot,27,216,Jupyter Notebook,https://github.com/Azure-Samples/openai-chat-vision-quickstart
Azure-Samples/python-openai-demos,copilot,4,305,Python,https://github.com/Azure-Samples/python-openai-demos
Azure-Samples/rag-postgres-openai-python,copilot,15,479,Python,https://github.com/Azure-Samples/rag-postgres-openai-python
Azure-Samples/serverless-chat-langchainjs,copilot,4,846,TypeScript,https://github.com/Azure-Samples/serverless-chat-langchainjs
Azure/AKS,copilot,8,2091,TypeScript,https://github.com/Azure/AKS
Azure/autorest,copilot,6,4802,TypeSpec,https://github.com/Azure/autorest
Azure/autorest.powershell,copilot,3,121,C#,https://github.com/Azure/autorest.powershell
Azure/autorest.python,copilot,31,100,Python,https://github.com/Azure/autorest.python
Azure/autorest.typescript,copilot,210,184,TypeScript,https://github.com/Azure/autorest.typescript
Azure/awesome-azd,copilot,43,239,TypeScript,https://github.com/Azure/awesome-azd
Azure/azure-cli,copilot,12,4429,Python,https://github.com/Azure/azure-cli
Azure/azure-cli-extensions,copilot,10,426,Python,https://github.com/Azure/azure-cli-extensions
Azure/azure-dev,copilot,287,494,Go,https://github.com/Azure/azure-dev
Azure/azure-functions-durable-python,copilot,7,154,Python,https://github.com/Azure/azure-functions-durable-python
Azure/azure-functions-templates,copilot,15,360,C#,https://github.com/Azure/azure-functions-templates
Azure/azure-iot-explorer,copilot,4,248,TypeScript,https://github.com/Azure/azure-iot-explorer
Azure/azure-kusto-python,copilot,15,202,Python,https://github.com/Azure/azure-kusto-python
Azure/azure-mcp,copilot,237,1202,C#,https://github.com/Azure/azure-mcp
Azure/azure-sdk-for-js,copilot,362,2275,TypeScript,https://github.com/Azure/azure-sdk-for-js
Azure/azure-sdk-for-python,copilot,587,5473,Python,https://github.com/Azure/azure-sdk-for-python
Azure/azure-sdk-tools,copilot,421,129,C#,https://github.com/Azure/azure-sdk-tools
Azure/azure-storage-azcopy,copilot,26,675,Go,https://github.com/Azure/azure-storage-azcopy
Azure/azure-storage-fuse,copilot,86,792,Go,https://github.com/Azure/azure-storage-fuse
Azure/azureml-examples,copilot,6,1980,Jupyter Notebook,https://github.com/Azure/azureml-examples
Azure/bicep,copilot,12,3547,Bicep,https://github.com/Azure/bicep
Azure/communication-ui-library,copilot,1,202,TypeScript,https://github.com/Azure/communication-ui-library
Azure/cosmos-explorer,copilot,10,125,TypeScript,https://github.com/Azure/cosmos-explorer
Azure/dalec,copilot,43,272,Go,https://github.com/Azure/dalec
Azure/LogicAppsUX,copilot,123,106,TypeScript,https://github.com/Azure/LogicAppsUX
Azure/oav,copilot,8,103,TypeScript,https://github.com/Azure/oav
Azure/openapi-diff,copilot,2,286,C#,https://github.com/Azure/openapi-diff
Azure/PyRIT,copilot,6,3405,Python,https://github.com/Azure/PyRIT
Azure/sap-automation,copilot,2,138,HCL,https://github.com/Azure/sap-automation
AzureAD/microsoft-authentication-library-for-android,copilot,58,255,Java,https://github.com/AzureAD/microsoft-authentication-library-for-android
AzureAD/microsoft-authentication-library-for-js,copilot,91,4011,TypeScript,https://github.com/AzureAD/microsoft-authentication-library-for-js
AzureAD/microsoft-authentication-library-for-objc,copilot,19,328,Swift,https://github.com/AzureAD/microsoft-authentication-library-for-objc
BA-CalderonMorales/terminal-jarvis,copilot,6,119,Rust,https://github.com/BA-CalderonMorales/terminal-jarvis
bab2min/Kiwi,copilot,33,669,C++,https://github.com/bab2min/Kiwi
babalae/bettergi-scripts-list,copilot,14,374,JavaScript,https://github.com/babalae/bettergi-scripts-list
babel/babel,,1,43891,TypeScript,https://github.com/babel/babel
babelcloud/gru-sandbox,devin,2,163,Go,https://github.com/babelcloud/gru-sandbox
babelcloud/LLM-RGB,devin,1,166,TypeScript,https://github.com/babelcloud/LLM-RGB
BabylonJS/Babylon.js,copilot,3,25068,TypeScript,https://github.com/BabylonJS/Babylon.js
bacalhau-project/bacalhau,coderabbit,57,844,Go,https://github.com/bacalhau-project/bacalhau
BackendStack21/0http,copilot,1,164,JavaScript,https://github.com/BackendStack21/0http
backnotprop/prompt-tower,claude,2,351,TypeScript,https://github.com/backnotprop/prompt-tower
backstage/backstage,copilot,33,32554,TypeScript,https://github.com/backstage/backstage
backstage/community-plugins,copilot,3,354,TypeScript,https://github.com/backstage/community-plugins
badboysm890/ClaraVerse,gemini,1,3713,Go,https://github.com/badboysm890/ClaraVerse
badgen/badgen.net,copilot,3,1527,TypeScript,https://github.com/badgen/badgen.net
badger/home,copilot,1,411,Python,https://github.com/badger/home
badlogic/pi-mono,,7,19526,TypeScript,https://github.com/badlogic/pi-mono
baidubce/app-builder,copilot,1,575,Python,https://github.com/baidubce/app-builder
balisujohn/localwriter,aider,1,157,Python,https://github.com/balisujohn/localwriter
ballerina-platform/ballerina-dev-website,copilot,5,157,HTML,https://github.com/ballerina-platform/ballerina-dev-website
ballerine-io/ballerine,coderabbit,18,2352,TypeScript,https://github.com/ballerine-io/ballerine
Ballsdex-Team/BallsDex-DiscordBot,copilot,2,137,Python,https://github.com/Ballsdex-Team/BallsDex-DiscordBot
banagale/FileKitty,gemini,1,180,Python,https://github.com/banagale/FileKitty
Bandit-HaxUnit/haxunit,cursor,8,329,Python,https://github.com/Bandit-HaxUnit/haxunit
bannzai/Pilll,gemini,1,311,Dart,https://github.com/bannzai/Pilll
barelyhuman/mark,copilot,2,133,Vue,https://github.com/barelyhuman/mark
baryhuang/claude-code-by-agents,claude,11,763,TypeScript,https://github.com/baryhuang/claude-code-by-agents
base/docs,claude,1,198,TypeScript,https://github.com/base/docs
basecamp/fizzy,,66,7153,Ruby,https://github.com/basecamp/fizzy
basecamp/trix,,3,19925,JavaScript,https://github.com/basecamp/trix
BasedHardware/omi,coderabbit,2,7654,Dart,https://github.com/BasedHardware/omi
basementstudio/website-2k25,cursor,2,218,TypeScript,https://github.com/basementstudio/website-2k25
basementstudio/xmcp,cursor,2,1199,TypeScript,https://github.com/basementstudio/xmcp
bashtage/arch,copilot,1,1483,Python,https://github.com/bashtage/arch
basicmachines-co/basic-memory,claude,117,2485,Python,https://github.com/basicmachines-co/basic-memory
basnijholt/agent-cli,cursor,23,110,Python,https://github.com/basnijholt/agent-cli
bayesflow-org/bayesflow,copilot,7,633,Python,https://github.com/bayesflow-org/bayesflow
bazel-contrib/rules_foreign_cc,copilot,8,726,Starlark,https://github.com/bazel-contrib/rules_foreign_cc
bazel-contrib/rules_python,gemini,15,662,Starlark,https://github.com/bazel-contrib/rules_python
bazelbuild/bazel-central-registry,gemini,1,355,Starlark,https://github.com/bazelbuild/bazel-central-registry
bazzalabs/ui,cursor,1,689,TypeScript,https://github.com/bazzalabs/ui
bbangert/beaker,copilot,3,543,Python,https://github.com/bbangert/beaker
bbc/simorgh,copilot,30,1666,TypeScript,https://github.com/bbc/simorgh
bbc/sqs-consumer,copilot,3,1890,TypeScript,https://github.com/bbc/sqs-consumer
bbplayer-app/BBPlayer,coderabbit,1,360,JavaScript,https://github.com/bbplayer-app/BBPlayer
bcc-code/directus-schema-sync,copilot,1,173,TypeScript,https://github.com/bcc-code/directus-schema-sync
BCG-X-Official/facet,copilot,1,528,Jupyter Notebook,https://github.com/BCG-X-Official/facet
bcherny/json-schema-to-typescript,claude,3,3254,TypeScript,https://github.com/bcherny/json-schema-to-typescript
bcollazo/catanatron,copilot,3,382,Python,https://github.com/bcollazo/catanatron
BeaconBay/ck,claude,1,1410,Rust,https://github.com/BeaconBay/ck
beam-cloud/beta9,cursor,246,1561,Go,https://github.com/beam-cloud/beta9
BearStudio/start-ui-web,coderabbit,3,1681,TypeScript,https://github.com/BearStudio/start-ui-web
beehive-lab/GPULlama3.java,copilot,1,230,Java,https://github.com/beehive-lab/GPULlama3.java
BeehiveInnovations/pal-mcp-server,,206,11181,Python,https://github.com/BeehiveInnovations/pal-mcp-server
BeehiveInnovations/zen-mcp-server,claude,4,11048,Python,https://github.com/BeehiveInnovations/zen-mcp-server
beekeeper-studio/beekeeper-studio,ellipsis,3,21972,TypeScript,https://github.com/beekeeper-studio/beekeeper-studio
beetbox/beets,copilot,11,14706,Python,https://github.com/beetbox/beets
behave/behave,copilot,1,3438,Python,https://github.com/behave/behave
behave/behave-django,copilot,4,213,Python,https://github.com/behave/behave-django
BehaviorTree/BehaviorTree.CPP,,54,3859,C++,https://github.com/BehaviorTree/BehaviorTree.CPP
beihaili/Get-Started-with-Web3,cursor,2,584,Python,https://github.com/beihaili/Get-Started-with-Web3
beijixiaohu/OJBetter,copilot,11,186,JavaScript,https://github.com/beijixiaohu/OJBetter
Belphemur/node-json-db,copilot,4,830,TypeScript,https://github.com/Belphemur/node-json-db
ben-sb/obfuscator-io-deobfuscator,copilot,3,740,TypeScript,https://github.com/ben-sb/obfuscator-io-deobfuscator
benadida/helios-server,copilot,3,885,Python,https://github.com/benadida/helios-server
benbalter/word-to-markdown-js,copilot,82,187,TypeScript,https://github.com/benbalter/word-to-markdown-js
benbjohnson/litestream,copilot,4,13176,Go,https://github.com/benbjohnson/litestream
benchopt/benchopt,copilot,4,290,Python,https://github.com/benchopt/benchopt
bendichter/brokenaxes,copilot,2,565,Python,https://github.com/bendichter/brokenaxes
Benexl/viu,copilot,4,1001,Python,https://github.com/Benexl/viu
benknight/hue-alfred-workflow,copilot,1,367,Python,https://github.com/benknight/hue-alfred-workflow
BenLorantfy/nestjs-zod,copilot,4,986,TypeScript,https://github.com/BenLorantfy/nestjs-zod
bennycode/trading-signals,copilot,41,875,TypeScript,https://github.com/bennycode/trading-signals
BennyKok/comfyui-deploy,devin,1,1495,TypeScript,https://github.com/BennyKok/comfyui-deploy
BenPru/luxtronik,copilot,3,142,Python,https://github.com/BenPru/luxtronik
bentoml/BentoML,copilot,2,8417,Python,https://github.com/bentoml/BentoML
benwbrum/fromthepage,copilot,336,180,Ruby,https://github.com/benwbrum/fromthepage
bernardopires/django-tenant-schemas,copilot,8,1510,Python,https://github.com/bernardopires/django-tenant-schemas
BerriAI/litellm,copilot,80,35674,Python,https://github.com/BerriAI/litellm
bespokelabsai/curator,devin,152,1629,Python,https://github.com/bespokelabsai/curator
BESSER-PEARL/BESSER,copilot,9,143,Python,https://github.com/BESSER-PEARL/BESSER
bestofjs/bestofjs,copilot,1,3072,TypeScript,https://github.com/bestofjs/bestofjs
bestony/logoly,copilot,2,7927,JavaScript,https://github.com/bestony/logoly
betaflight/betaflight-configurator,coderabbit,2,3057,JavaScript,https://github.com/betaflight/betaflight-configurator
betaflight/blackbox-log-viewer,copilot,1,488,JavaScript,https://github.com/betaflight/blackbox-log-viewer
better-auth/better-auth,copilot,3,26064,TypeScript,https://github.com/better-auth/better-auth
BetterDiscord/BetterDiscord,copilot,4,8866,TypeScript,https://github.com/BetterDiscord/BetterDiscord
bettergovph/bettergov,claude,5,423,TypeScript,https://github.com/bettergovph/bettergov
BetterRTX/BetterRTX-Installer,copilot,1,315,PowerShell,https://github.com/BetterRTX/BetterRTX-Installer
BetterThanTomorrow/calva,copilot,3,2011,TypeScript,https://github.com/BetterThanTomorrow/calva
Beyond-Imagination/express-cargo,gemini,5,112,TypeScript,https://github.com/Beyond-Imagination/express-cargo
bfactory-ai/zignal,copilot,2,348,Zig,https://github.com/bfactory-ai/zignal
bghira/SimpleTuner,copilot,3,2754,Python,https://github.com/bghira/SimpleTuner
bhauman/clojure-mcp,claude,1,681,Clojure,https://github.com/bhauman/clojure-mcp
bids-standard/bids-specification,copilot,2,342,Python,https://github.com/bids-standard/bids-specification
bigbio/proteomics-sample-metadata,copilot,27,101,HTML,https://github.com/bigbio/proteomics-sample-metadata
bigcommerce/catalyst,copilot,37,229,TypeScript,https://github.com/bigcommerce/catalyst
bigcommerce/checkout-js,copilot,3,129,TypeScript,https://github.com/bigcommerce/checkout-js
bigcommerce/checkout-sdk-js,copilot,5,139,TypeScript,https://github.com/bigcommerce/checkout-sdk-js
bigint/hey,,5,29502,TypeScript,https://github.com/bigint/hey
BigSweetPotatoStudio/HyperChat,copilot,1,711,TypeScript,https://github.com/BigSweetPotatoStudio/HyperChat
bikeindex/bike_index,claude,4,301,Ruby,https://github.com/bikeindex/bike_index
bikeshaving/crank,copilot,14,2780,TypeScript,https://github.com/bikeshaving/crank
bili-qml-team/bili-qml,copilot,3,155,JavaScript,https://github.com/bili-qml-team/bili-qml
bililive-go/bililive-go,copilot,77,5384,Go,https://github.com/bililive-go/bililive-go
BililiveRecorder/BililiveRecorder,copilot,24,4533,C#,https://github.com/BililiveRecorder/BililiveRecorder
biliup/biliup,copilot,2,4898,Python,https://github.com/biliup/biliup
billimek/k8s-gitops,copilot,4,757,YAML,https://github.com/billimek/k8s-gitops
binaricat/Netcatty,copilot,52,129,TypeScript,https://github.com/binaricat/Netcatty
binaryYuki/oleapi,copilot,2,108,Python,https://github.com/binaryYuki/oleapi
BindsNET/bindsnet,copilot,2,1653,Python,https://github.com/BindsNET/bindsnet
binome-dev/graphite,copilot,8,172,Python,https://github.com/binome-dev/graphite
biocypher/biochatter,copilot,6,196,Jupyter Notebook,https://github.com/biocypher/biochatter
biolink/biolink-model,copilot,3,221,Python,https://github.com/biolink/biolink-model
biomejs/biome,coderabbit,38,23527,Rust,https://github.com/biomejs/biome
biplobsd/yst,copilot,3,141,Svelte,https://github.com/biplobsd/yst
birdnet-team/BirdNET-Analyzer,copilot,1,1399,Python,https://github.com/birdnet-team/BirdNET-Analyzer
bitbound/ControlR,devin,1,125,C#,https://github.com/bitbound/ControlR
bitcoin-core/secp256k1,copilot,1,2399,C,https://github.com/bitcoin-core/secp256k1
bitcoinjs/bitcoinjs-lib,,1,5971,JavaScript,https://github.com/bitcoinjs/bitcoinjs-lib
bitfocus/companion,copilot,10,2069,TypeScript,https://github.com/bitfocus/companion
bitfocus/companion-satellite,copilot,3,106,TypeScript,https://github.com/bitfocus/companion-satellite
BitGo/BitGoJS,aider,22,389,TypeScript,https://github.com/BitGo/BitGoJS
bitmakerla/estela,claude,1,194,TypeScript,https://github.com/bitmakerla/estela
bitmovin/bitmovin-player-ui,copilot,3,134,TypeScript,https://github.com/bitmovin/bitmovin-player-ui
bitsandbytes-foundation/bitsandbytes,,2,8013,Python,https://github.com/bitsandbytes-foundation/bitsandbytes
Bittu5134/ORV-Reader,copilot,68,153,Python,https://github.com/Bittu5134/ORV-Reader
bitwarden/clients,claude,2,12129,TypeScript,https://github.com/bitwarden/clients
bitwarden/server,copilot,3,18037,C#,https://github.com/bitwarden/server
bknd-io/bknd,copilot,2,3614,TypeScript,https://github.com/bknd-io/bknd
blackboardsh/electrobun,,1,7752,TypeScript,https://github.com/blackboardsh/electrobun
Blair2004/NexoPOS,copilot,13,1147,PHP,https://github.com/Blair2004/NexoPOS
Blaizzy/mlx-audio,copilot,1,5939,Python,https://github.com/Blaizzy/mlx-audio
Blaizzy/mlx-vlm,claude,1,2123,Python,https://github.com/Blaizzy/mlx-vlm
blefnk/relivator-nextjs-template,devin,1,1543,TypeScript,https://github.com/blefnk/relivator-nextjs-template
blinkbitcoin/blink-mobile,copilot,9,175,TypeScript,https://github.com/blinkbitcoin/blink-mobile
blinkospace/blinko,,35,9526,TypeScript,https://github.com/blinkospace/blinko
blinksh/blink,,1,6619,Swift,https://github.com/blinksh/blink
block/goose,copilot,10,30228,Rust,https://github.com/block/goose
blockprotocol/blockprotocol,cursor,14,1428,TypeScript,https://github.com/blockprotocol/blockprotocol
blockpy-edu/blockpy,copilot,15,415,JavaScript,https://github.com/blockpy-edu/blockpy
bloomberg/memray,copilot,6,14848,Python,https://github.com/bloomberg/memray
BloopAI/vibe-kanban,copilot,3,20944,TypeScript,https://github.com/BloopAI/vibe-kanban
blorm-network/ZerePy,devin,75,584,Python,https://github.com/blorm-network/ZerePy
blueedgetechno/blueweb,copilot,3,105,JavaScript,https://github.com/blueedgetechno/blueweb
bluesky-social/atproto,copilot,2,9133,TypeScript,https://github.com/bluesky-social/atproto
bluesky-social/social-app,claude,1,17693,TypeScript,https://github.com/bluesky-social/social-app
BlueSkyXN/WorkerJS_CloudFlare_ImageBed,copilot,5,125,JavaScript,https://github.com/BlueSkyXN/WorkerJS_CloudFlare_ImageBed
bluet/proxybroker2,coderabbit,4,966,Python,https://github.com/bluet/proxybroker2
BlueWallet/BlueWallet,coderabbit,169,3139,TypeScript,https://github.com/BlueWallet/BlueWallet
BlueWallet/GroundControl,cursor,5,123,TypeScript,https://github.com/BlueWallet/GroundControl
bluewave-labs/Checkmate,,11,9347,TypeScript,https://github.com/bluewave-labs/Checkmate
bluzky/salad_ui,copilot,1,1009,Elixir,https://github.com/bluzky/salad_ui
bmad-code-org/BMAD-METHOD,coderabbit,1,35608,JavaScript,https://github.com/bmad-code-org/BMAD-METHOD
bmaltais/kohya_ss,gemini,42,11976,Python,https://github.com/bmaltais/kohya_ss
bmander/graphserver,copilot,36,122,Python,https://github.com/bmander/graphserver
bnb-chain/bsc,copilot,4,3225,Go,https://github.com/bnb-chain/bsc
bndtools/bnd,copilot,38,555,Java,https://github.com/bndtools/bnd
bob-collective/bob,coderabbit,1,121,Rust,https://github.com/bob-collective/bob
bodo-ai/Bodo,copilot,2,359,Python,https://github.com/bodo-ai/Bodo
bodo-run/yek,copilot,50,2415,Rust,https://github.com/bodo-run/yek
bokeh/bokeh,cursor,2,20346,TypeScript,https://github.com/bokeh/bokeh
BoldGrid/w3-total-cache,copilot,10,161,PHP,https://github.com/BoldGrid/w3-total-cache
bolna-ai/bolna,devin,12,576,Python,https://github.com/bolna-ai/bolna
bonny/WordPress-Simple-History,claude,5,314,PHP,https://github.com/bonny/WordPress-Simple-History
bookfere/Ebook-Translator-Calibre-Plugin,gemini,7,2374,Python,https://github.com/bookfere/Ebook-Translator-Calibre-Plugin
booklore-app/booklore,copilot,2,10012,Java,https://github.com/booklore-app/booklore
boostercloud/booster,copilot,1,441,TypeScript,https://github.com/boostercloud/booster
bootstrap-vue-next/bootstrap-vue-next,coderabbit,1,1279,TypeScript,https://github.com/bootstrap-vue-next/bootstrap-vue-next
borchero/terraform-plan-comment,copilot,7,136,TypeScript,https://github.com/borchero/terraform-plan-comment
Borewit/music-metadata,copilot,2,1239,TypeScript,https://github.com/Borewit/music-metadata
borglab/gtsfm,copilot,8,501,Jupyter Notebook,https://github.com/borglab/gtsfm
BornToBeRoot/NETworkManager,copilot,26,8033,C#,https://github.com/BornToBeRoot/NETworkManager
bostrot/telegram-support-bot,copilot,7,587,TypeScript,https://github.com/bostrot/telegram-support-bot
botingw/rulebook-ai,gemini,1,572,Python,https://github.com/botingw/rulebook-ai
botpress/botpress,copilot,3,14552,TypeScript,https://github.com/botpress/botpress
BoundaryML/baml,ellipsis,1,7549,Rust,https://github.com/BoundaryML/baml
bountydotnew/bounty.new,coderabbit,29,134,TypeScript,https://github.com/bountydotnew/bounty.new
bowenliang123/md_exporter,copilot,1,182,Python,https://github.com/bowenliang123/md_exporter
bowser-js/bowser,copilot,26,5712,JavaScript,https://github.com/bowser-js/bowser
box/box-ui-elements,devin,325,552,JavaScript,https://github.com/box/box-ui-elements
box/boxcli,devin,39,255,JavaScript,https://github.com/box/boxcli
bpmn-io/bpmn-js-properties-panel,copilot,7,329,JavaScript,https://github.com/bpmn-io/bpmn-js-properties-panel
bpmn-io/bpmnlint,copilot,1,155,JavaScript,https://github.com/bpmn-io/bpmnlint
bpwhelan/GameSentenceMiner,copilot,44,468,Python,https://github.com/bpwhelan/GameSentenceMiner
bradymholt/cRonstrue,copilot,2,1586,TypeScript,https://github.com/bradymholt/cRonstrue
brafdlog/caspion,copilot,1,239,TypeScript,https://github.com/brafdlog/caspion
braidpool/braidpool,copilot,2,123,Jupyter Notebook,https://github.com/braidpool/braidpool
braindecode/braindecode,copilot,26,1153,Python,https://github.com/braindecode/braindecode
BrainicHQ/DoHSpeedTest,copilot,1,399,JavaScript,https://github.com/BrainicHQ/DoHSpeedTest
brainpy/BrainPy,copilot,5,656,Python,https://github.com/brainpy/BrainPy
braintrustdata/braintrust-proxy,claude,2,383,TypeScript,https://github.com/braintrustdata/braintrust-proxy
braintrustdata/braintrust-sdk,devin,15,115,TypeScript,https://github.com/braintrustdata/braintrust-sdk
Brandawg93/PeaNUT,copilot,8,1271,TypeScript,https://github.com/Brandawg93/PeaNUT
BrasilAPI/BrasilAPI,copilot,12,10160,JavaScript,https://github.com/BrasilAPI/BrasilAPI
brave/brave-browser,copilot,1,21406,,https://github.com/brave/brave-browser
brave/brave-search-mcp-server,copilot,6,615,TypeScript,https://github.com/brave/brave-search-mcp-server
breadboard-ai/breadboard,copilot,1,376,TypeScript,https://github.com/breadboard-ai/breadboard
breaking-brake/cc-wf-studio,copilot,7,3481,TypeScript,https://github.com/breaking-brake/cc-wf-studio
Breakthrough/DVR-Scan,gemini,5,482,Python,https://github.com/Breakthrough/DVR-Scan
brentyi/jaxls,claude,2,271,Python,https://github.com/brentyi/jaxls
brentyi/tyro,claude,20,953,Python,https://github.com/brentyi/tyro
breschio/drawbridge,cursor,1,596,JavaScript,https://github.com/breschio/drawbridge
BrettMayson/HEMTT,copilot,18,139,Rust,https://github.com/BrettMayson/HEMTT
BrianPugh/cyclopts,copilot,1,1032,Python,https://github.com/BrianPugh/cyclopts
brickbots/PiFinder,claude,1,227,Jupyter Notebook,https://github.com/brickbots/PiFinder
broadinstitute/Drop-seq,copilot,7,132,Jupyter Notebook,https://github.com/broadinstitute/Drop-seq
broadinstitute/gnomad_methods,copilot,8,100,Python,https://github.com/broadinstitute/gnomad_methods
broccolijs/broccoli,copilot,2,3334,JavaScript,https://github.com/broccolijs/broccoli
Brooooooklyn/canvas,cursor,1,2159,Rust,https://github.com/Brooooooklyn/canvas
Brooooooklyn/Image,copilot,7,348,Rust,https://github.com/Brooooooklyn/Image
Brooooooklyn/simple-git,copilot,6,180,Rust,https://github.com/Brooooooklyn/simple-git
browser-use/browser-use,copilot,2,78138,Python,https://github.com/browser-use/browser-use
browser-use/cdp-use,cursor,2,249,Python,https://github.com/browser-use/cdp-use
browserbase/stagehand,devin,35,21018,TypeScript,https://github.com/browserbase/stagehand
BrowserBox/BrowserBox,copilot,6,3783,JavaScript,https://github.com/BrowserBox/BrowserBox
browserless/browserless,devin,19,12419,TypeScript,https://github.com/browserless/browserless
BrowserOperator/browser-operator-core,claude,1,453,TypeScript,https://github.com/BrowserOperator/browser-operator-core
browseros-ai/BrowserOS,,11,9551,C++,https://github.com/browseros-ai/BrowserOS
browserstack/mcp-server,copilot,1,130,TypeScript,https://github.com/browserstack/mcp-server
bruin-data/bruin,copilot,1,1362,Go,https://github.com/bruin-data/bruin
bruin-data/ingestr,gemini,2,3382,Python,https://github.com/bruin-data/ingestr
bscott/subtrackr,copilot,12,363,Go,https://github.com/bscott/subtrackr
BTMuli/TeyvatGuide,copilot,35,353,Vue,https://github.com/BTMuli/TeyvatGuide
btwld/mix,copilot,15,752,Dart,https://github.com/btwld/mix
buddhi1980/mandelbulber2,copilot,3,995,C++,https://github.com/buddhi1980/mandelbulber2
Budibase/budibase,copilot,9,27635,TypeScript,https://github.com/Budibase/budibase
buefy/buefy,copilot,4,9553,Vue,https://github.com/buefy/buefy
bugsink/bugsink,copilot,9,1466,Python,https://github.com/bugsink/bugsink
buildbuddy-io/buildbuddy,cursor,2,726,Go,https://github.com/buildbuddy-io/buildbuddy
bunkerity/bunkerweb,copilot,3,9950,Python,https://github.com/bunkerity/bunkerweb
buxlabs/abstract-syntax-tree,copilot,1,113,JavaScript,https://github.com/buxlabs/abstract-syntax-tree
buxlabs/boxwood,copilot,7,136,JavaScript,https://github.com/buxlabs/boxwood
Byaidu/PDFMathTranslate,copilot,1,31793,Python,https://github.com/Byaidu/PDFMathTranslate
bytebase/dbhub,copilot,9,2093,TypeScript,https://github.com/bytebase/dbhub
bytebot-ai/bytebot,,18,10526,TypeScript,https://github.com/bytebot-ai/bytebot
bytechefhq/bytechef,copilot,23,730,Java,https://github.com/bytechefhq/bytechef
bytedance/deer-flow,copilot,3,19783,Python,https://github.com/bytedance/deer-flow
bytedance/trae-agent,,1,10926,Python,https://github.com/bytedance/trae-agent
bytedance/UI-TARS-desktop,claude,1,27973,TypeScript,https://github.com/bytedance/UI-TARS-desktop
bytespider/Meross,copilot,7,130,TypeScript,https://github.com/bytespider/Meross
bzsanti/oxidizePdf,claude,9,130,Rust,https://github.com/bzsanti/oxidizePdf
C4illin/ConvertX,copilot,2,15782,TypeScript,https://github.com/C4illin/ConvertX
CaddyGlow/ccproxy-api,copilot,2,170,Python,https://github.com/CaddyGlow/ccproxy-api
CaddyGlow/claude-code-proxy-api,aider,2,170,Python,https://github.com/CaddyGlow/claude-code-proxy-api
cadence-workflow/cadence-web,copilot,7,420,TypeScript,https://github.com/cadence-workflow/cadence-web
cagnulein/qdomyos-zwift,claude,3,743,C++,https://github.com/cagnulein/qdomyos-zwift
CakeCrusher/tech-int-cheat,copilot,3,133,JavaScript,https://github.com/CakeCrusher/tech-int-cheat
calcitem/Sanmill,cursor,30,187,Dart,https://github.com/calcitem/Sanmill
calimero-network/core,copilot,1,159,Rust,https://github.com/calimero-network/core
Call-for-Code/DroneAid,copilot,5,138,HTML,https://github.com/Call-for-Code/DroneAid
callstackincubator/ai,cursor,1,1173,TypeScript,https://github.com/callstackincubator/ai
callstackincubator/react-native-fast-io,cursor,3,346,C++,https://github.com/callstackincubator/react-native-fast-io
callstackincubator/react-native-node-api,copilot,25,178,TypeScript,https://github.com/callstackincubator/react-native-node-api
camel-ai/camel,copilot,2,16001,Python,https://github.com/camel-ai/camel
camelot-dev/camelot,gemini,23,3592,Python,https://github.com/camelot-dev/camelot
cameroncooke/XcodeBuildMCP,codegen,1,4202,TypeScript,https://github.com/cameroncooke/XcodeBuildMCP
CameronFoxly/Ascii-Motion,copilot,42,558,TypeScript,https://github.com/CameronFoxly/Ascii-Motion
camunda/camunda,copilot,475,4006,Java,https://github.com/camunda/camunda
