repo_name,ai_tool,commit_count,stars,language,url
0ca/BoxPwnr,cursor,1,219,Python,https://github.com/0ca/BoxPwnr
0x2E/fusion,copilot,4,1968,Go,https://github.com/0x2E/fusion
0x676e67/rnet,copilot,1,1214,Rust,https://github.com/0x676e67/rnet
0x80/isolate-package,cursor,8,184,TypeScript,https://github.com/0x80/isolate-package
0xCUB3/wBlock,copilot,2,2233,JavaScript,https://github.com/0xCUB3/wBlock
0xfurai/peekaping,cursor,11,1026,Go,https://github.com/0xfurai/peekaping
0xgasless/agentkit,copilot,1,414,TypeScript,https://github.com/0xgasless/agentkit
0xJacky/nginx-ui,copilot,1,10605,Go,https://github.com/0xJacky/nginx-ui
0xsequence/sequence.js,copilot,2,313,TypeScript,https://github.com/0xsequence/sequence.js
10up/block-components,copilot,8,323,TypeScript,https://github.com/10up/block-components
10up/distributor,copilot,9,698,PHP,https://github.com/10up/distributor
1226085293/MKFramework,copilot,2,306,TypeScript,https://github.com/1226085293/MKFramework
14790897/auto-read-liunxdo,copilot,3,748,JavaScript,https://github.com/14790897/auto-read-liunxdo
14790897/handwriting-web,copilot,6,536,Vue,https://github.com/14790897/handwriting-web
15Dkatz/python-blockchain-tutorial,cursor,1,130,Python,https://github.com/15Dkatz/python-blockchain-tutorial
1996scarlet/OpenVtuber,copilot,1,951,Python,https://github.com/1996scarlet/OpenVtuber
1a1a11a/libCacheSim,copilot,18,286,C++,https://github.com/1a1a11a/libCacheSim
1c-syntax/bsl-language-server,coderabbit,1,385,Java,https://github.com/1c-syntax/bsl-language-server
1c-syntax/vsc-language-1c-bsl,copilot,13,160,TypeScript,https://github.com/1c-syntax/vsc-language-1c-bsl
1chooo/1chooo.com,copilot,12,318,TypeScript,https://github.com/1chooo/1chooo.com
1chooo/portfolio,copilot,4,318,TypeScript,https://github.com/1chooo/portfolio
1History/1History,copilot,2,529,JavaScript,https://github.com/1History/1History
1mcp-app/agent,claude,1,372,TypeScript,https://github.com/1mcp-app/agent
1Panel-dev/1Panel,,2,33942,Go,https://github.com/1Panel-dev/1Panel
1technophile/OpenMQTTGateway,,10,3966,C++,https://github.com/1technophile/OpenMQTTGateway
238SAMIxD/discord-ai-bot,copilot,2,290,JavaScript,https://github.com/238SAMIxD/discord-ai-bot
2anki/server,coderabbit,11,314,TypeScript,https://github.com/2anki/server
3dg1luk43/ha_washdata,copilot,8,563,Python,https://github.com/3dg1luk43/ha_washdata
3dgeo-heidelberg/helios,copilot,4,261,Jupyter Notebook,https://github.com/3dgeo-heidelberg/helios
4gray/iptvnator,copilot,3,5576,TypeScript,https://github.com/4gray/iptvnator
4ian/GDevelop,cursor,10,20346,JavaScript,https://github.com/4ian/GDevelop
4n4nd/prometheus-api-client-python,copilot,7,270,Python,https://github.com/4n4nd/prometheus-api-client-python
514-labs/moose,copilot,114,526,Rust,https://github.com/514-labs/moose
514-labs/moosestack,cursor,73,526,Rust,https://github.com/514-labs/moosestack
567-labs/instructor,devin,46,12349,Python,https://github.com/567-labs/instructor
567-labs/kura,devin,15,421,Python,https://github.com/567-labs/kura
567-labs/systematically-improving-rag,cursor,2,215,HTML,https://github.com/567-labs/systematically-improving-rag
5e-bits/5e-database,copilot,4,853,TypeScript,https://github.com/5e-bits/5e-database
5hojib/Aeon,sourcery,34,259,Python,https://github.com/5hojib/Aeon
5hojib/Luna-Portal,sourcery,1,259,Python,https://github.com/5hojib/Luna-Portal
7Sageer/sublink-worker,,2,4269,JavaScript,https://github.com/7Sageer/sublink-worker
8b-is/smart-tree,claude,1,221,Rust,https://github.com/8b-is/smart-tree
8beeeaaat/touchdesigner-mcp,copilot,7,192,TypeScript,https://github.com/8beeeaaat/touchdesigner-mcp
a16z/halmos,copilot,20,967,Python,https://github.com/a16z/halmos
a16z/jolt,copilot,4,894,Rust,https://github.com/a16z/jolt
A2-ai/rv,copilot,2,283,Rust,https://github.com/A2-ai/rv
a2aproject/A2A,gemini,28,21847,Shell,https://github.com/a2aproject/A2A
a2aproject/a2a-inspector,gemini,4,337,TypeScript,https://github.com/a2aproject/a2a-inspector
a2aproject/a2a-js,gemini,3,434,TypeScript,https://github.com/a2aproject/a2a-js
a2aproject/a2a-python,gemini,17,1616,Python,https://github.com/a2aproject/a2a-python
a2aproject/a2a-samples,gemini,12,1283,Jupyter Notebook,https://github.com/a2aproject/a2a-samples
aaddrick/claude-desktop-debian,copilot,2,1930,Shell,https://github.com/aaddrick/claude-desktop-debian
aatxe/lute,copilot,3,214,C++,https://github.com/aatxe/lute
aave/interface,copilot,4,495,TypeScript,https://github.com/aave/interface
aavetis/ai-pr-watcher,copilot,34,299,HTML,https://github.com/aavetis/ai-pr-watcher
aavetis/PRarena,copilot,2,298,HTML,https://github.com/aavetis/PRarena
abaplint/abaplint,copilot,8,264,TypeScript,https://github.com/abaplint/abaplint
abhivaikar/howtheytest,,31,6341,TypeScript,https://github.com/abhivaikar/howtheytest
abi/screenshot-to-code,,124,71778,TypeScript,https://github.com/abi/screenshot-to-code
ableplayer/ableplayer,copilot,1,798,JavaScript,https://github.com/ableplayer/ableplayer
ably/ably-js,copilot,3,355,JavaScript,https://github.com/ably/ably-js
acacode/swagger-typescript-api,copilot,1,4059,TypeScript,https://github.com/acacode/swagger-typescript-api
AcademySoftwareFoundation/OpenImageIO,copilot,2,2247,C++,https://github.com/AcademySoftwareFoundation/OpenImageIO
acados/acados,copilot,14,1235,C,https://github.com/acados/acados
Accenture/sfmc-devtools,copilot,1,151,JavaScript,https://github.com/Accenture/sfmc-devtools
AceDataCloud/Nexior,copilot,3,344,Vue,https://github.com/AceDataCloud/Nexior
acenta-ai/openagents,cursor,5,1694,Python,https://github.com/acenta-ai/openagents
acepanel/panel,copilot,27,2480,Go,https://github.com/acepanel/panel
achimnol/aiotools,copilot,1,167,Python,https://github.com/achimnol/aiotools
Achuan-2/siyuan-plugin-task-note-management,copilot,3,153,TypeScript,https://github.com/Achuan-2/siyuan-plugin-task-note-management
Acode-Foundation/Acode,copilot,3,4503,JavaScript,https://github.com/Acode-Foundation/Acode
acoliver/gemini-cli,gemini,1,633,TypeScript,https://github.com/acoliver/gemini-cli
acoliver/llxprt-code,gemini,27,632,TypeScript,https://github.com/acoliver/llxprt-code
acoular/acoular,copilot,42,613,Python,https://github.com/acoular/acoular
acoyfellow/UserDO,cursor,1,133,TypeScript,https://github.com/acoyfellow/UserDO
actions/add-to-project,copilot,7,672,TypeScript,https://github.com/actions/add-to-project
actions/ai-inference,copilot,3,430,TypeScript,https://github.com/actions/ai-inference
actions/checkout,copilot,1,7526,TypeScript,https://github.com/actions/checkout
actions/dependency-review-action,copilot,2,783,TypeScript,https://github.com/actions/dependency-review-action
actions/github-script,copilot,7,4865,TypeScript,https://github.com/actions/github-script
actions/languageservices,copilot,2,146,TypeScript,https://github.com/actions/languageservices
actions/runner,copilot,13,5850,C#,https://github.com/actions/runner
actions/runner-container-hooks,copilot,6,125,TypeScript,https://github.com/actions/runner-container-hooks
actions/setup-python,copilot,1,2097,TypeScript,https://github.com/actions/setup-python
actions/toolkit,copilot,31,5626,TypeScript,https://github.com/actions/toolkit
activeguild/vite-plugin-sass-dts,copilot,9,128,HTML,https://github.com/activeguild/vite-plugin-sass-dts
activeloopai/deeplake,,2,9014,C++,https://github.com/activeloopai/deeplake
activepieces/activepieces,coderabbit,3,20797,TypeScript,https://github.com/activepieces/activepieces
activist-org/activist,claude,1,604,TypeScript,https://github.com/activist-org/activist
ActivitySim/activitysim,copilot,8,225,Jupyter Notebook,https://github.com/ActivitySim/activitysim
actnwit/RhodoniteTS,copilot,2,161,TypeScript,https://github.com/actnwit/RhodoniteTS
acts-project/acts,cursor,1,121,C++,https://github.com/acts-project/acts
actualbudget/actual,coderabbit,72,24859,TypeScript,https://github.com/actualbudget/actual
adaline/gateway,devin,8,577,TypeScript,https://github.com/adaline/gateway
adamchainz/django-mysql,copilot,2,590,Python,https://github.com/adamchainz/django-mysql
adamchainz/django-upgrade,copilot,7,1180,Python,https://github.com/adamchainz/django-upgrade
adamchainz/time-machine,copilot,3,943,Python,https://github.com/adamchainz/time-machine
adamfowlerit/msportals.io,copilot,14,315,HTML,https://github.com/adamfowlerit/msportals.io
adamlui/ai-web-extensions,copilot,4,532,JavaScript,https://github.com/adamlui/ai-web-extensions
adamlui/chatgpt-auto-continue,copilot,1,177,JavaScript,https://github.com/adamlui/chatgpt-auto-continue
adamlui/chatgpt-infinity,copilot,1,346,JavaScript,https://github.com/adamlui/chatgpt-infinity
adamlui/chatgpt-widescreen,copilot,1,191,JavaScript,https://github.com/adamlui/chatgpt-widescreen
adap/flower,copilot,26,6630,Python,https://github.com/adap/flower
AdaptiveMotorControlLab/AmadeusGPT,copilot,1,232,Jupyter Notebook,https://github.com/AdaptiveMotorControlLab/AmadeusGPT
adbar/simplemma,copilot,4,185,Python,https://github.com/adbar/simplemma
addok/addok,copilot,9,367,Python,https://github.com/addok/addok
Addy-shetty/Vibe-Prompting,copilot,2,124,TypeScript,https://github.com/Addy-shetty/Vibe-Prompting
Adewagold/nginx-server-manager,claude,2,376,Python,https://github.com/Adewagold/nginx-server-manager
adeze/raindrop-mcp,copilot,17,121,TypeScript,https://github.com/adeze/raindrop-mcp
AdguardTeam/AdguardBrowserExtension,copilot,1,3973,TypeScript,https://github.com/AdguardTeam/AdguardBrowserExtension
adithya-s-k/GitVizz,claude,1,236,TypeScript,https://github.com/adithya-s-k/GitVizz
adityachandelgit/BookLore,copilot,3,9911,Java,https://github.com/adityachandelgit/BookLore
Admidio/admidio,copilot,9,425,PHP,https://github.com/Admidio/admidio
AdnaneKhan/gato-x,copilot,13,479,Python,https://github.com/AdnaneKhan/gato-x
adobe/react-spectrum,copilot,1,14812,TypeScript,https://github.com/adobe/react-spectrum
adrgs/requestrepo,devin,46,488,Rust,https://github.com/adrgs/requestrepo
Adyen/adyen-magento2,gemini,1,164,PHP,https://github.com/Adyen/adyen-magento2
Adyen/adyen-node-api-library,gemini,19,129,TypeScript,https://github.com/Adyen/adyen-node-api-library
Adyen/adyen-salesforce-commerce-cloud,gemini,2,103,JavaScript,https://github.com/Adyen/adyen-salesforce-commerce-cloud
Adyen/adyen-web,gemini,8,241,TypeScript,https://github.com/Adyen/adyen-web
adysec/h1_asset,cursor,3,312,Python,https://github.com/adysec/h1_asset
adzejs/adze,copilot,2,281,TypeScript,https://github.com/adzejs/adze
aehrc/pathling,copilot,6,118,Java,https://github.com/aehrc/pathling
AeonOrg/Aeon-MLTB,gemini,9,259,Python,https://github.com/AeonOrg/Aeon-MLTB
AequilibraE/aequilibrae,copilot,29,193,Python,https://github.com/AequilibraE/aequilibrae
Aethersailor/Custom_OpenClash_Rules,,5,5769,,https://github.com/Aethersailor/Custom_OpenClash_Rules
afadil/wealthfolio,gemini,9,7001,TypeScript,https://github.com/afadil/wealthfolio
afairgiant/Personal-Medical-Records-Keeper,copilot,7,167,JavaScript,https://github.com/afairgiant/Personal-Medical-Records-Keeper
AFASSoftware/maquette,copilot,1,783,TypeScript,https://github.com/AFASSoftware/maquette
affaan-m/everything-claude-code,,10,59374,JavaScript,https://github.com/affaan-m/everything-claude-code
Afilmory/afilmory,copilot,7,2425,TypeScript,https://github.com/Afilmory/afilmory
ag-grid/ag-grid,copilot,1,15031,TypeScript,https://github.com/ag-grid/ag-grid
ag-ui-protocol/ag-ui,claude,1,11992,Python,https://github.com/ag-ui-protocol/ag-ui
ag2ai/ag2,devin,10,4118,Python,https://github.com/ag2ai/ag2
ag2ai/build-with-ag2,devin,39,214,Jupyter Notebook,https://github.com/ag2ai/build-with-ag2
ag2ai/fastagency,devin,11,528,Python,https://github.com/ag2ai/fastagency
agent-network-protocol/AgentConnect,copilot,4,275,Python,https://github.com/agent-network-protocol/AgentConnect
agent0ai/agent-zero,,15,15737,Python,https://github.com/agent0ai/agent-zero
Agenta-AI/agenta,copilot,1,3841,TypeScript,https://github.com/Agenta-AI/agenta
agentflare-ai/sqlite-graph,copilot,6,217,C,https://github.com/agentflare-ai/sqlite-graph
agentgateway/agentgateway,copilot,18,1731,Rust,https://github.com/agentgateway/agentgateway
agentic-community/mcp-gateway-registry,claude,5,429,Python,https://github.com/agentic-community/mcp-gateway-registry
agentic-labs/lsproxy,devin,15,100,Rust,https://github.com/agentic-labs/lsproxy
agentmark-ai/agentmark,cursor,30,334,TypeScript,https://github.com/agentmark-ai/agentmark
agentmorris/MegaDetector,gemini,13,237,Jupyter Notebook,https://github.com/agentmorris/MegaDetector
AgentOps-AI/agentops,devin,301,5277,Python,https://github.com/AgentOps-AI/agentops
AgentOps-AI/AgentStack,devin,46,2092,Python,https://github.com/AgentOps-AI/AgentStack
AgentOps-AI/tokencost,cursor,2,1930,Python,https://github.com/AgentOps-AI/tokencost
agentscope-ai/agentscope,,6,17144,Python,https://github.com/agentscope-ai/agentscope
agentscope-ai/agentscope-runtime,copilot,1,452,Python,https://github.com/agentscope-ai/agentscope-runtime
agentskills/agentskills,,5,11807,Python,https://github.com/agentskills/agentskills
agentsmd/agents.md,devin,1,17394,TypeScript,https://github.com/agentsmd/agents.md
agglayer/agglayer-contracts,copilot,10,309,TypeScript,https://github.com/agglayer/agglayer-contracts
agnesoft/agdb,copilot,2,123,Rust,https://github.com/agnesoft/agdb
agno-agi/agno,copilot,6,37754,Python,https://github.com/agno-agi/agno
Agoric/agoric-sdk,aider,55,353,TypeScript,https://github.com/Agoric/agoric-sdk
ahmadawais/Emoji-Log,copilot,3,908,JavaScript,https://github.com/ahmadawais/Emoji-Log
AhmedARadwan/ros2top,copilot,1,163,Python,https://github.com/AhmedARadwan/ros2top
ahnazary/stockdex,copilot,2,211,Python,https://github.com/ahnazary/stockdex
ahopkins/mayim,claude,1,117,Python,https://github.com/ahopkins/mayim
ai-dynamo/dynamo,coderabbit,77,6069,Rust,https://github.com/ai-dynamo/dynamo
ai-evals-course/recipe-chatbot,devin,2,283,Jupyter Notebook,https://github.com/ai-evals-course/recipe-chatbot
AI-Hypercomputer/maxtext,gemini,6,2137,Python,https://github.com/AI-Hypercomputer/maxtext
ai-shifu/ai-shifu,devin,52,254,Python,https://github.com/ai-shifu/ai-shifu
ai-shifu/ChatALL,copilot,5,16281,JavaScript,https://github.com/ai-shifu/ChatALL
ai-zerolab/mcp-email-server,copilot,2,157,Python,https://github.com/ai-zerolab/mcp-email-server
aidenybai/bippy,devin,5,1211,TypeScript,https://github.com/aidenybai/bippy
aidenybai/react-grab,cursor,20,4991,TypeScript,https://github.com/aidenybai/react-grab
aidenybai/react-scan,,1,20737,TypeScript,https://github.com/aidenybai/react-scan
AIDotNet/OpenDeepWiki,copilot,11,2775,C#,https://github.com/AIDotNet/OpenDeepWiki
AIDotNet/Thor,copilot,8,272,C#,https://github.com/AIDotNet/Thor
aigem/bolt.new.llms,bolt,1,287,TypeScript,https://github.com/aigem/bolt.new.llms
aiidateam/aiida-core,copilot,3,537,Python,https://github.com/aiidateam/aiida-core
aiktb/furiganamaker,copilot,8,236,TypeScript,https://github.com/aiktb/furiganamaker
ail-project/ail-framework,copilot,2,876,Python,https://github.com/ail-project/ail-framework
aimagelab/mammoth,copilot,2,780,Python,https://github.com/aimagelab/mammoth
aimclub/BAMT,copilot,11,134,Python,https://github.com/aimclub/BAMT
aimclub/OSA,copilot,2,129,Python,https://github.com/aimclub/OSA
aio-libs/aiodns,copilot,1,588,Python,https://github.com/aio-libs/aiodns
aiogram/aiogram,copilot,2,5576,Python,https://github.com/aiogram/aiogram
aipotheosis-labs/aci,coderabbit,10,4711,Python,https://github.com/aipotheosis-labs/aci
aipotheosis-labs/gate22,coderabbit,1,162,TypeScript,https://github.com/aipotheosis-labs/gate22
airbnb/chronon,,1,981,Scala,https://github.com/airbnb/chronon
airbytehq/airbyte-agent-connectors,devin,2,102,Python,https://github.com/airbytehq/airbyte-agent-connectors
airbytehq/airbyte-ai-connectors,devin,3,102,Python,https://github.com/airbytehq/airbyte-ai-connectors
airbytehq/airbyte-platform,devin,10,292,Kotlin,https://github.com/airbytehq/airbyte-platform
airbytehq/PyAirbyte,ellipsis,4,315,Python,https://github.com/airbytehq/PyAirbyte
AirLabsTeam/react-drag-to-select,copilot,5,192,TypeScript,https://github.com/AirLabsTeam/react-drag-to-select
airtai/fastagency,copilot,3,528,Python,https://github.com/airtai/fastagency
airweave-ai/airweave,copilot,5,5728,Python,https://github.com/airweave-ai/airweave
airyland/datetime.app,gemini,1,189,TypeScript,https://github.com/airyland/datetime.app
AiTerminalFoundation/ai-terminal,copilot,1,133,Rust,https://github.com/AiTerminalFoundation/ai-terminal
Aivis-Project/AivisSpeech-Engine,copilot,1,147,Python,https://github.com/Aivis-Project/AivisSpeech-Engine
aj47/SpeakMCP,coderabbit,1,132,TypeScript,https://github.com/aj47/SpeakMCP
ajaxorg/ace,,1,27127,JavaScript,https://github.com/ajaxorg/ace
AJaySi/AI-Writer,copilot,82,929,Python,https://github.com/AJaySi/AI-Writer
AJaySi/ALwrity,cursor,3,930,Python,https://github.com/AJaySi/ALwrity
ajnart/dcm,copilot,36,1264,TypeScript,https://github.com/ajnart/dcm
ajnart/homarr,deepsource,11,7026,TypeScript,https://github.com/ajnart/homarr
ajnart/subs,copilot,17,497,TypeScript,https://github.com/ajnart/subs
ajthinking/data-story,copilot,7,218,TypeScript,https://github.com/ajthinking/data-story
ajv-validator/ajv,,1,14634,TypeScript,https://github.com/ajv-validator/ajv
akash-network/console,coderabbit,1,256,TypeScript,https://github.com/akash-network/console
akashraj9828/gitstats,cursor,2,129,JavaScript,https://github.com/akashraj9828/gitstats
akinloluwami/outray,copilot,3,899,TypeScript,https://github.com/akinloluwami/outray
akirk/friends,copilot,2,101,PHP,https://github.com/akirk/friends
akrherz/iem,copilot,3,179,Python,https://github.com/akrherz/iem
akshatmittal/youtube-realtime,cursor,2,178,HTML,https://github.com/akshatmittal/youtube-realtime
akto-api-security/akto,copilot,33,1446,Java,https://github.com/akto-api-security/akto
aku11i/phantom,claude,59,194,JavaScript,https://github.com/aku11i/phantom
akuity/kargo,copilot,21,3074,Go,https://github.com/akuity/kargo
Akylas/OSS-DocumentScanner,copilot,26,1771,C++,https://github.com/Akylas/OSS-DocumentScanner
Akylas/oss-weather,copilot,29,382,Svelte,https://github.com/Akylas/oss-weather
al1abb/invoify,copilot,1,6119,TypeScript,https://github.com/al1abb/invoify
alanagoyal/docbase,claude,1,233,TypeScript,https://github.com/alanagoyal/docbase
alandtse/alexa_media_player,copilot,25,1911,Python,https://github.com/alandtse/alexa_media_player
AlaSQL/alasql,copilot,266,7255,JavaScript,https://github.com/AlaSQL/alasql
albertorestifo/node-dijkstra,copilot,7,159,JavaScript,https://github.com/albertorestifo/node-dijkstra
albertz/mouse-scroll-wheel-acceleration-userspace,copilot,1,137,Python,https://github.com/albertz/mouse-scroll-wheel-acceleration-userspace
alchemiststudiosDOTai/tunacode,coderabbit,1,113,Python,https://github.com/alchemiststudiosDOTai/tunacode
alchemy-run/alchemy,coderabbit,1,1833,TypeScript,https://github.com/alchemy-run/alchemy
alchemyplatform/aa-sdk,claude,2,297,TypeScript,https://github.com/alchemyplatform/aa-sdk
aldinokemal/go-whatsapp-web-multidevice,coderabbit,6,3474,Go,https://github.com/aldinokemal/go-whatsapp-web-multidevice
alefragnani/vscode-bookmarks,copilot,10,2057,TypeScript,https://github.com/alefragnani/vscode-bookmarks
alefragnani/vscode-numbered-bookmarks,copilot,4,168,TypeScript,https://github.com/alefragnani/vscode-numbered-bookmarks
alefragnani/vscode-project-manager,copilot,9,2320,TypeScript,https://github.com/alefragnani/vscode-project-manager
Alex4SSB/ADB-Explorer,copilot,2,776,C#,https://github.com/Alex4SSB/ADB-Explorer
Alexander-Porter/idv-login,copilot,6,607,Python,https://github.com/Alexander-Porter/idv-login
alexanderjeurissen/ranger_devicons,copilot,2,1000,Python,https://github.com/alexanderjeurissen/ranger_devicons
alexandretrotel/zap.ts,copilot,12,152,TypeScript,https://github.com/alexandretrotel/zap.ts
alexdej/puzpy,copilot,2,130,Python,https://github.com/alexdej/puzpy
alexdlaird/amazon-orders,copilot,1,113,Python,https://github.com/alexdlaird/amazon-orders
alexhallam/tv,cursor,14,2136,Rust,https://github.com/alexhallam/tv
alexjustesen/speedtest-tracker,,1,5335,PHP,https://github.com/alexjustesen/speedtest-tracker
alexpfau/calendar-card-pro,copilot,9,1048,TypeScript,https://github.com/alexpfau/calendar-card-pro
alexta69/metube,copilot,4,12558,Python,https://github.com/alexta69/metube
alfg/opendrinks,copilot,8,395,JavaScript,https://github.com/alfg/opendrinks
Alfresco/alfresco-ng2-components,copilot,8,302,TypeScript,https://github.com/Alfresco/alfresco-ng2-components
algolia/instantsearch,copilot,3,4002,TypeScript,https://github.com/algolia/instantsearch
algorand/go-algorand,copilot,6,1425,Go,https://github.com/algorand/go-algorand
ali-master/rule-engine,copilot,1,342,TypeScript,https://github.com/ali-master/rule-engine
AliAkhtari78/SpotifyScraper,copilot,27,227,Makefile,https://github.com/AliAkhtari78/SpotifyScraper
alibaba/hooks,copilot,5,14911,TypeScript,https://github.com/alibaba/hooks
alibaba/ice,copilot,6,18644,TypeScript,https://github.com/alibaba/ice
alibaba/nacos,copilot,4,32623,Java,https://github.com/alibaba/nacos
alibaba/page-agent,copilot,1,625,TypeScript,https://github.com/alibaba/page-agent
alibaba/spring-ai-alibaba,copilot,15,8355,Java,https://github.com/alibaba/spring-ai-alibaba
alicevision/Meshroom,copilot,16,12546,QML,https://github.com/alicevision/Meshroom
alienx5499/SortVision,copilot,5,188,JavaScript,https://github.com/alienx5499/SortVision
alienzhou/web-highlighter,cursor,1,967,TypeScript,https://github.com/alienzhou/web-highlighter
alineacms/alinea,copilot,11,839,TypeScript,https://github.com/alineacms/alinea
alire-project/alire,copilot,1,369,Ada,https://github.com/alire-project/alire
AlistGo/alist-web,copilot,1,478,TypeScript,https://github.com/AlistGo/alist-web
allenai/ai2-scholarqa-lib,copilot,1,257,Python,https://github.com/allenai/ai2-scholarqa-lib
allenai/dolma,copilot,3,1405,Python,https://github.com/allenai/dolma
allenai/OLMo-core,copilot,2,793,Python,https://github.com/allenai/OLMo-core
allenhutchison/obsidian-gemini,gemini,4,210,TypeScript,https://github.com/allenhutchison/obsidian-gemini
AllenInstitute/bmtk,copilot,2,316,Python,https://github.com/AllenInstitute/bmtk
allenporter/flux-local,gemini,1,279,Python,https://github.com/allenporter/flux-local
alltheplaces/alltheplaces,copilot,3,751,Python,https://github.com/alltheplaces/alltheplaces
allthingslinux/tux,cursor,88,172,Python,https://github.com/allthingslinux/tux
alovajs/alova,copilot,1,3943,TypeScript,https://github.com/alovajs/alova
Alpha-LiDAR/alpha_lidar,copilot,4,206,C++,https://github.com/Alpha-LiDAR/alpha_lidar
AlphaGPU/leetgpu-challenges,copilot,17,616,Python,https://github.com/AlphaGPU/leetgpu-challenges
alpinejs/alpine,,15,31267,HTML,https://github.com/alpinejs/alpine
alshedivat/al-folio,gemini,3,15068,HTML,https://github.com/alshedivat/al-folio
altair-graphql/altair,copilot,55,5393,TypeScript,https://github.com/altair-graphql/altair
AltimateAI/vscode-dbt-power-user,coderabbit,11,560,JavaScript,https://github.com/AltimateAI/vscode-dbt-power-user
Altinn/altinn-studio,coderabbit,46,151,TypeScript,https://github.com/Altinn/altinn-studio
alumnium-hq/alumnium,copilot,2,539,Python,https://github.com/alumnium-hq/alumnium
alveusgg/alveusgg,copilot,23,159,TypeScript,https://github.com/alveusgg/alveusgg
amalshaji/portr,coderabbit,4,3099,Go,https://github.com/amalshaji/portr
amannn/next-intl,cursor,36,4098,TypeScript,https://github.com/amannn/next-intl
amantus-ai/vibetunnel,claude,42,3849,TypeScript,https://github.com/amantus-ai/vibetunnel
AmanVarshney01/create-better-t-stack,coderabbit,2,4895,TypeScript,https://github.com/AmanVarshney01/create-better-t-stack
AmauriC/tarteaucitron.js,copilot,1,1031,JavaScript,https://github.com/AmauriC/tarteaucitron.js
ami-iit/adam,copilot,11,210,Python,https://github.com/ami-iit/adam
ami-iit/amp-rsl-rl,copilot,13,276,Python,https://github.com/ami-iit/amp-rsl-rl
amilich/isometric-city,cursor,131,1987,TypeScript,https://github.com/amilich/isometric-city
amis92/csharp-source-generators,copilot,2,2395,,https://github.com/amis92/csharp-source-generators
amondnet/vercel-action,gemini,2,741,JavaScript,https://github.com/amondnet/vercel-action
AmoyLab/Unla,copilot,3,2034,TypeScript,https://github.com/AmoyLab/Unla
amphi-ai/amphi-etl,gemini,1,1348,TypeScript,https://github.com/amphi-ai/amphi-etl
amplication/amplication,,2,16005,TypeScript,https://github.com/amplication/amplication
amplitude/Amplitude-TypeScript,copilot,23,174,TypeScript,https://github.com/amplitude/Amplitude-TypeScript
amqp-node/amqplib,copilot,2,3825,JavaScript,https://github.com/amqp-node/amqplib
amrit110/oli,copilot,24,233,Rust,https://github.com/amrit110/oli
amruthpillai/reactive-resume,copilot,2,35204,TypeScript,https://github.com/amruthpillai/reactive-resume
analysiscenter/batchflow,copilot,3,204,Python,https://github.com/analysiscenter/batchflow
Anber/wyw-in-js,copilot,2,308,TypeScript,https://github.com/Anber/wyw-in-js
AndBible/and-bible,copilot,91,731,Kotlin,https://github.com/AndBible/and-bible
andijakl/ndef-nfc,gemini,3,194,JavaScript,https://github.com/andijakl/ndef-nfc
andrea9293/mcp-documentation-server,copilot,11,283,TypeScript,https://github.com/andrea9293/mcp-documentation-server
andreasgriffin/bitcoin-safe,copilot,4,101,Python,https://github.com/andreasgriffin/bitcoin-safe
andrew-codes/playnite-web,copilot,1,104,TypeScript,https://github.com/andrew-codes/playnite-web
AndrewAltimit/template-repo,claude,46,107,Rust,https://github.com/AndrewAltimit/template-repo
andrewm4894/anomstack,copilot,6,107,Python,https://github.com/andrewm4894/anomstack
AndyMik90/Auto-Claude,,781,12971,TypeScript,https://github.com/AndyMik90/Auto-Claude
AndyTheFactory/newspaper4k,copilot,3,1011,HTML,https://github.com/AndyTheFactory/newspaper4k
angr/angr,,4,8525,Python,https://github.com/angr/angr
angular-architects/ngrx-toolkit,coderabbit,4,305,TypeScript,https://github.com/angular-architects/ngrx-toolkit
angular-eslint/angular-eslint,claude,14,1772,TypeScript,https://github.com/angular-eslint/angular-eslint
angular-threejs/angular-three,gemini,2,278,TypeScript,https://github.com/angular-threejs/angular-three
angular/angular,,1,100032,TypeScript,https://github.com/angular/angular
angular/components,gemini,1,24990,TypeScript,https://github.com/angular/components
animavita/animavita,copilot,6,738,TypeScript,https://github.com/animavita/animavita
animeshkundu/youtube-audio,gemini,1,167,JavaScript,https://github.com/animeshkundu/youtube-audio
Anionex/banana-slides,,9,12571,TypeScript,https://github.com/Anionex/banana-slides
anmol098/waka-readme-stats,copilot,1,3871,Python,https://github.com/anmol098/waka-readme-stats
annict/annict,,189,766,Ruby,https://github.com/annict/annict
anobaka/Bakabase,cursor,6,499,C#,https://github.com/anobaka/Bakabase
anoma/namada-interface,copilot,3,106,TypeScript,https://github.com/anoma/namada-interface
anomalyco/openauth,,23,6702,TypeScript,https://github.com/anomalyco/openauth
anomalyco/opencode,copilot,1,104550,TypeScript,https://github.com/anomalyco/opencode
anomalyco/opentui,,8,9075,TypeScript,https://github.com/anomalyco/opentui
anomalyco/sst,,4,25586,TypeScript,https://github.com/anomalyco/sst
anoopelias/boids,gemini,1,139,JavaScript,https://github.com/anoopelias/boids
anshaneja5/mldl.study,copilot,1,365,JavaScript,https://github.com/anshaneja5/mldl.study
ansible/ansible-creator,claude,1,127,Python,https://github.com/ansible/ansible-creator
ansible/ansible-dev-tools,claude,1,169,Python,https://github.com/ansible/ansible-dev-tools
ansible/ansible-lint,copilot,1,3833,Python,https://github.com/ansible/ansible-lint
ansible/awx,,6,15298,Python,https://github.com/ansible/awx
